Trạm,Cấp lượng mưa (mm),Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12
1. Mường Tè,Không mưa,"26,6","23,4","24,8","18,1","12,2",6,"5,5","8,8","16,4","21,1","23,2","26,6"
1. Mường Tè,"0,2-5","2,7","3,1","3,3","5,2","7,6","7,3","7,1",8,"6,2","5,4","3,9","2,7"
1. Mường Tè,"5,1-10","0,9","1,1","2,1","2,9","4,1","3,5",3,"2,3","1,4","0,9","0,8",
1. Mường Tè,"10,1-20","0,6","1,1","2,6","3,9","5,1","5,3",4,"2,1","1,5","0,9","0,5",
1. Mường Tè,"20,1-50","0,3","0,6","1,7","3,4","5,3","6,2",5,"2,4","1,1","0,9","0,3",
1. Mường Tè,"50,1-100",0,"0,2","0,8","1,9","2,7","1,8","0,6","0,4","0,2","0,1",,
1. Mường Tè,"100,1-150",0,"0,1","0,3","0,5","0,3","0,1",0,,,,,
1. Mường Tè,"≥ 150,1",0,"0,1","0,2","0,1",0,,,,,,,
2. Sìn Hồ,Không mưa,"23,6","20,7","22,5","16,1","10,3","4,3",7,"12,4","18,3","21,2","24,5",
2. Sìn Hồ,"0,2-5","5,1","5,3","4,4","5,2","7,7","7,2","7,5","7,7","7,5","6,6","5,1","4,6"
2. Sìn Hồ,"5,1-10",1,"1,4","2,6","3,3","4,4","3,8","3,5",3,"1,9","1,3","0,7",
2. Sìn Hồ,"10,1-20","0,9","0,7","1,5","2,9","4,1","5,5","5,4","4,9","2,9","2,1","1,2","0,7"
2. Sìn Hồ,"20,1-50","0,4","0,5","1,1","2,8","4,3","6,1","6,9","5,9","3,4","1,5",1,"0,4"
2. Sìn Hồ,"50,1-100","0,1",0,"0,1","0,4","1,2","2,2","2,6","1,6","0,7","0,6","0,2","0,1"
2. Sìn Hồ,"100,1-150",0,"0,1","0,2","0,5","0,3","0,1",0,,,,,
2. Sìn Hồ,"≥ 150,1",0,"0,1",0,,,,,,,,,
3. Tam Đường,Không mưa,25,"21,5",23,"16,7","10,8","5,2","4,7","8,6","14,9","19,8","22,3","26,3"
3. Tam Đường,"0,2-5","3,7","4,4","3,6","4,8",7,"7,8","8,2",9,"6,8","6,1","4,3","3,1"
3. Tam Đường,"5,1-10","1,2","1,1","1,4","2,5",3,"3,7",4,"3,5","2,9","1,2","0,9",
3. Tam Đường,"10,1-20","0,6","0,7",2,"2,8",4,"5,3","4,7","4,3","2,5","1,9",1,"0,4"
3. Tam Đường,"20,1-50","0,5",1,"2,7","4,9","5,9","6,5","4,4","2,4","1,5",1,"0,3",
3. Tam Đường,"50,1-100",0,"0,1","0,5",1,"1,8","2,3","1,1","0,4","0,5","0,2","0,1",
3. Tam Đường,"100,1-150",0,"0,2","0,3","0,6","0,1",0,,,,,,
3. Tam Đường,"≥ 150,1",0,,,,,,,,,,,
4. Than Uyên,Không mưa,"25,3","22,4","23,4","16,5","12,7","7,9","6,5","9,9","16,6",22,"24,1","26,7"
4. Than Uyên,"0,2-5","3,9","3,6",4,"5,7","7,6","8,5",9,"8,7","7,3","5,8","3,9",3
4. Than Uyên,"5,1-10","0,9","1,1","1,4","2,5","3,1","4,1",3,"2,2","1,4","0,8","0,6",
4. Than Uyên,"10,1-20","0,6","0,9","1,3","3,1","3,6","4,3","4,5","3,8","1,9","0,8","0,6","0,3"
4. Than Uyên,"20,1-50","0,3","0,9","2,1","3,3","4,4",5,"4,2","1,4","0,9","0,5","0,3",
4. Than Uyên,"50,1-100",0,"0,2","0,6","1,6","1,4","1,2","0,5","0,1",,,,
4. Than Uyên,"100,1-150",0,"0,1","0,3","0,2",0,,,,,,,
4. Than Uyên,"≥ 150,1",0,"0,1",0,,,,,,,,,
5. Lai Châu,Không mưa,"26,6","23,6","23,9","17,4",12,"7,1","6,1","10,1","17,9","22,3","23,8","26,6"
5. Lai Châu,"0,2-5","2,7","2,6","3,8","5,6","7,9",8,"8,2",8,"6,1","4,8","3,8","2,9"
5. Lai Châu,"5,1-10","0,8","0,9","1,2","2,1","2,7","3,6","3,7","3,1","1,7","1,3","0,9","0,7"
5. Lai Châu,"10,1-20","0,6","0,7","1,4",3,"3,4","4,8","3,8","1,7","1,2","0,7","0,4",
5. Lai Châu,"20,1-50","0,4","0,8","1,7","3,7","4,4",6,"4,2","2,1","1,1","0,7","0,2",
5. Lai Châu,"50,1-100",0,"0,1","0,2","1,1","1,7","1,9","1,5","0,5","0,2","0,1",,
5. Lai Châu,"100,1-150",0,"0,1","0,3","0,2",0,,,,,,,
5. Lai Châu,"≥ 150,1",0,"0,2","0,1",0,,,,,,,,
6. Tuần Giáo,Không mưa,"25,8","24,1","24,5","17,2","13,9","9,1","8,5","10,9","17,3","22,9","24,5","26,8"
6. Tuần Giáo,"0,2-5","3,9","2,7","3,2","5,6","7,6","9,5","9,2","8,1","6,7","4,9","3,6",3
6. Tuần Giáo,"5,1-10","0,6","0,7","1,2","2,5","2,9","3,2","3,8","3,5","2,2","1,2","0,6",
6. Tuần Giáo,"10,1-20","0,5","0,4","1,3","2,7","3,2","3,4","4,4","4,1","1,9","1,2","0,6","0,4"
6. Tuần Giáo,"20,1-50","0,3","0,7","1,8","2,8","3,8","4,1","3,6","1,4","0,7","0,5","0,1",
6. Tuần Giáo,"50,1-100",0,"0,1","0,2","0,5","0,9","0,6","0,4","0,1",,,,
6. Tuần Giáo,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
6. Tuần Giáo,"≥ 150,1",0,"0,1",0,,,,,,,,,
7. Pha Đin,Không mưa,"25,2","22,9","23,8","16,7","13,6","8,4","7,1","9,5","15,2","21,9","23,4","26,8"
7. Pha Đin,"0,2-5","4,2","3,8","5,8","7,1",9,"9,4","8,1","7,3","5,6","4,4",3,
7. Pha Đin,"5,1-10","0,6","0,8","1,3","2,7","3,1","3,3","3,6","3,4","2,7","1,4","0,8","0,6"
7. Pha Đin,"10,1-20","0,6","0,5","1,3","2,7","3,4",4,"4,8","4,1","2,3","1,1","0,6","0,3"
7. Pha Đin,"20,1-50","0,3","0,8","1,9","3,2","4,2","4,9","4,8",2,"0,8","0,3",,
7. Pha Đin,"50,1-100",0,"0,1","0,2","0,6","0,9","1,1",1,"0,4","0,1",0,"0,1",
7. Pha Đin,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
7. Pha Đin,"≥ 150,1",0,,,,,,,,,,,
8. Điện Biên,Không mưa,"27,2","24,6",25,"17,9","15,1","11,3","9,3","10,7","17,7","23,6","25,3","27,7"
8. Điện Biên,"0,2-5","2,5","2,2","3,2","5,8",7,"9,2","8,8","8,4","6,3","4,5","3,2","2,1"
8. Điện Biên,"5,1-10","0,6","0,9","2,4","2,8","2,7","3,5","3,4","1,7","1,1","0,4","0,5",
8. Điện Biên,"10,1-20","0,4","0,5","1,1","2,4","3,1","2,9","4,1","3,6","1,8","1,1","0,6","0,4"
8. Điện Biên,"20,1-50","0,2","0,3","0,8","1,4","2,5","2,8",4,"3,6",2,"0,7","0,4","0,1"
8. Điện Biên,"50,1-100",0,"0,1","0,4","0,9","1,1","0,5","0,1",0,"0,1",,,
8. Điện Biên,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
8. Điện Biên,"≥ 150,1",0,,,,,,,,,,,
9. Quỳnh Nhai,Không mưa,"27,2","24,5","18,1","15,6",11,"10,7",13,"18,8","23,5","25,2","28,1",
9. Quỳnh Nhai,"0,2-5","2,1","3,2","5,2",6,"7,7","7,5","6,7","5,4","4,2","2,8","1,8",
9. Quỳnh Nhai,"5,1-10","0,9","0,7","1,2","2,2","2,9","3,3","3,2","2,8","1,6","1,3","0,8","0,5"
9. Quỳnh Nhai,"10,1-20","0,5","0,6","1,2","2,4","3,1","2,9","3,6","3,3","1,7","0,9","0,7","0,3"
9. Quỳnh Nhai,"20,1-50","0,3","0,8","1,8","2,7","3,7","4,2","3,9","1,8","0,8","0,5","0,2",
9. Quỳnh Nhai,"50,1-100",0,"0,1","0,2","0,6","1,2","1,5","1,1","0,6","0,3","0,1",,
9. Quỳnh Nhai,"100,1-150",0,"0,1","0,2",0,,,,,,,,
9. Quỳnh Nhai,"≥ 150,1",0,"0,1",0,,,,,,,,,
10. Sông Mã,Không mưa,"27,6",25,"25,2","18,7","16,1","12,4","11,9","12,3","18,9","24,5","26,3","28,8"
10. Sông Mã,"0,2-5","1,9","2,8","4,9","7,6","8,2","8,8","8,3","5,9","4,5","2,5","1,7",
10. Sông Mã,"5,1-10","0,5","0,3","1,1","1,8","2,5","3,2","3,1","3,4","1,7","0,9","0,7","0,2"
10. Sông Mã,"10,1-20","0,3","0,4",1,"2,2","2,5","2,8","3,6","3,2","1,8","0,7","0,2","0,1"
10. Sông Mã,"20,1-50","0,1","0,2","0,3","1,3","1,9","2,8","3,1","3,2","1,4","0,4","0,2",
10. Sông Mã,"50,1-100",0,"0,1","0,4","0,5","0,6","0,2","0,1",0,,,,
10. Sông Mã,"100,1-150",0,,,,,,,,,,,
10. Sông Mã,"≥ 150,1",0,,,,,,,,,,,
11. Cò Nòi,Không mưa,"27,9","24,9","25,6","18,2","14,6",13,"10,8","11,9",18,"24,4",26,"28,6"
11. Cò Nòi,"0,2-5","2,1","2,3","2,9","5,8","7,9","7,2","9,6","8,4","6,1","4,3","2,7","1,7"
11. Cò Nòi,"5,1-10","0,5","1,2","2,1","2,9",3,"2,1","0,9","0,8","0,3",,,
11. Cò Nòi,"10,1-20","0,4","0,3","0,8","2,4","2,8","3,1","3,7","1,8","0,6","0,4","0,2",
11. Cò Nòi,"20,1-50","0,1","0,2","0,6","1,4","2,5","2,9","3,1","3,2","1,7","0,7","0,1",
11. Cò Nòi,"50,1-100",0,"0,2","0,3","0,6","0,7","0,3","0,1",0,,,,
11. Cò Nòi,"100,1-150",0,"0,1",0,,,,,,,,,
11. Cò Nòi,"≥ 150,1",0,,,,,,,,,,,
12. Yên Châu,Không mưa,"28,4","25,3","25,9","18,7","16,5","13,9","13,1","13,5","18,9","23,9","26,3","28,8"
12. Yên Châu,"0,2-5","1,9",2,"2,9","5,7","7,3","7,4","8,4","7,3","5,5","4,6","2,5","1,6"
12. Yên Châu,"5,1-10","0,4","0,6","0,7",2,"2,4","2,8","3,2","2,7","1,7",1,"0,7","0,3"
12. Yên Châu,"10,1-20","0,3",1,2,"2,5","2,6","2,8","3,5","1,6","0,6","0,3","0,1",
12. Yên Châu,"20,1-50","0,1","0,4","1,4","1,9","2,7","2,8","3,1","1,7","0,7","0,2",,
12. Yên Châu,"50,1-100",0,"0,1","0,3","0,7","0,6","0,8","0,5","0,1",0,,,
12. Yên Châu,"100,1-150",0,"0,1",0,,,,,,,,,
12. Yên Châu,"≥ 150,1",0,"0,1",0,,,,,,,,,
13. Bắc Yên,Không mưa,"26,1","23,7","24,5",18,"15,2","13,6",12,"12,4","18,2","22,5","24,6","27,8"
13. Bắc Yên,"0,2-5","3,5","3,2","3,8","6,1","7,1","8,4","8,3","5,4","5,3","3,8","2,2",
13. Bắc Yên,"5,1-10","0,5","0,7",1,"1,9","2,6",3,"2,8","1,8",1,"0,8","0,3",
13. Bắc Yên,"10,1-20","0,7","0,4",1,"2,2","2,8","2,5","3,2","3,4","1,8","1,2","0,5","0,4"
13. Bắc Yên,"20,1-50","0,2","0,7","1,6","2,6",3,"3,4",3,"2,3","0,8","0,3","0,2",
13. Bắc Yên,"50,1-100",0,"0,2","0,5",1,"0,5","0,3",0,,,,,
13. Bắc Yên,"100,1-150",0,"0,1",0,,,,,,,,,
13. Bắc Yên,"≥ 150,1",0,,,,,,,,,,,
14. Phù Yên,Không mưa,"26,1","23,5","24,7","18,1","16,1","14,8","14,3","13,7","17,4","21,4","24,4","27,4"
14. Phù Yên,"0,2-5","3,6","3,5",4,"6,2","6,7","6,9","7,4","7,2",5,"5,5","3,8","2,7"
14. Phù Yên,"5,1-10","0,8","0,6","0,9","2,1","2,3","2,1","2,3","2,8","2,2","1,3","0,8","0,4"
14. Phù Yên,"10,1-20","0,4",1,"2,1","2,9","2,6","3,1",3,"2,2","1,3","0,6","0,4",
14. Phù Yên,"20,1-50","0,1","0,3","0,4","1,4","2,4",3,"3,2","2,4","1,1","0,3","0,1",
14. Phù Yên,"50,1-100",0,"0,2","0,7","0,9","0,7","0,9","0,7","0,3","0,1",0,,
14. Phù Yên,"100,1-150",0,"0,1","0,2","0,1",0,,,,,,,
14. Phù Yên,"≥ 150,1",0,,,,,,,,,,,
15. Mộc Châu,Không mưa,"20,8","17,5","19,3","15,4","13,6","12,2","10,7","10,6","14,5","19,1","21,4","23,8"
15. Mộc Châu,"0,2-5","9,2","9,8","9,6","8,9","8,6","8,1","9,9","8,1","6,4","6,8","6,6","6,4"
15. Mộc Châu,"5,1-10","0,7","0,4",1,"2,4","2,7","2,8","3,1","2,7","1,8","0,9","0,3",
15. Mộc Châu,"10,1-20","0,3","0,4","0,6",2,3,"2,9",3,"3,6","2,3","1,6","0,7","0,4"
15. Mộc Châu,"20,1-50","0,1","0,2","0,4","1,2","2,7","3,2","4,2","2,8","1,3","0,4","0,1",
15. Mộc Châu,"50,1-100",0,"0,1","0,4","0,7","0,9","1,1","0,3",0,,,,
15. Mộc Châu,"100,1-150",0,"0,1","0,2","0,3","0,1",0,,,,,,
15. Mộc Châu,"≥ 150,1",0,,,,,,,,,,,
16. Sơn La,Không mưa,"26,8","24,2",25,"18,2","14,8","11,5","10,5",12,"17,6","23,4","25,6",28
16. Sơn La,"0,2-5","2,9","2,5","3,2","5,6","7,6","8,3","9,1","8,1","6,6","4,8","2,8","2,2"
16. Sơn La,"5,1-10","0,6","0,7","1,2","2,1","2,8","3,3","3,4","3,5",2,"0,9","0,4",
16. Sơn La,"10,1-20","0,5","0,4",1,"2,5","2,7","3,3","3,7",3,"1,9","1,1","0,6","0,2"
16. Sơn La,"20,1-50","0,2","0,3","0,6","1,4","2,6","3,3","3,4","1,6","0,6","0,4","0,2",
16. Sơn La,"50,1-100",0,"0,1","0,5",1,"0,9","0,3","0,2","0,1",,,,
16. Sơn La,"100,1-150",0,"0,1",0,,,,,,,,,
16. Sơn La,"≥ 150,1",0,,,,,,,,,,,
17. Kim Bôi,Không mưa,"20,2","15,6","16,4","15,3","13,8","12,2","12,5","15,6","19,3","22,3","24,5",
17. Kim Bôi,"0,2-5","9,4","11,4",12,"10,2","7,3","7,1","7,2","5,4",5,"4,9","5,2",
17. Kim Bôi,"5,1-10","0,8","1,3","1,8","2,5",3,"2,8","2,1","1,7","1,3","0,7",,
17. Kim Bôi,"10,1-20","0,5","0,3","0,9","1,2","2,7","3,1",3,"1,7","1,9","0,8","0,4",
17. Kim Bôi,"20,1-50","0,2","0,1","0,3","1,2","3,4","4,1",4,"3,8","3,2","1,8","0,7","0,2"
17. Kim Bôi,"50,1-100",0,"0,1","0,3","1,2","1,3","1,2","1,3","1,4","1,1","0,1",0,
17. Kim Bôi,"100,1-150",0,"0,1","0,2","0,3","0,2","0,1",0,,,,,
17. Kim Bôi,"≥ 150,1",0,"0,2","0,1","0,3","0,1",0,,,,,,
18. Mai Châu,Không mưa,"28,3","25,5","26,2","19,6","14,9","13,1","13,2",13,"16,3","20,5","25,1","28,6"
18. Mai Châu,"0,2-5",2,"2,1","3,3","5,8","6,8","7,2","7,3","5,6","5,2","3,2","1,9",
18. Mai Châu,"5,1-10","0,3","0,6","1,5","2,5","2,6","2,9","2,6","1,8","1,6","0,7","0,2",
18. Mai Châu,"10,1-20","0,2","0,5","1,6",3,"2,8",2,"1,4","0,6","0,2",,,
18. Mai Châu,"20,1-50","0,1","0,3","1,4","3,2","3,1","3,4","3,7","2,5","1,4","0,3","0,1",
18. Mai Châu,"50,1-100",0,"0,1","0,5",1,"1,1","1,2","1,1","0,7","0,1",0,,
18. Mai Châu,"100,1-150",0,"0,1","0,2","0,3","0,4","0,2",0,,,,,
18. Mai Châu,"≥ 150,1",0,"0,1","0,2","0,1",0,,,,,,,
19. Chi Nê,Không mưa,"22,7","17,7","18,2","16,9","15,9","15,4","14,2","16,2",20,"23,7","26,5",
19. Chi Nê,"0,2-5","7,3","9,8",11,"8,9","6,6","5,8","6,5",6,"4,6","4,9","4,1","3,4"
19. Chi Nê,"5,1-10","0,5","0,8","1,2",2,"2,1","2,2","2,6","2,1","1,6","0,8","0,6",
19. Chi Nê,"10,1-20","0,3","0,6","0,8",2,"2,6","2,2","2,6","1,5","0,6","0,3",,
19. Chi Nê,"20,1-50","0,1",0,"0,4","0,7","2,7","2,5","3,2","3,9","2,5",2,"0,6","0,2"
