STTSTTSTT,Tên sản phẩmTên sản phẩmTên sản phẩm,Chỉ tiêu kỹ thuậtChỉ tiêu kỹ thuậtChỉ tiêu kỹ thuật,Mức yêu cầuMức yêu cầuMức yêu cầu,Phương pháp thửPhương pháp thửPhương pháp thử,"Phương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫuPhương pháp lấy mẫu, quy cách mẫu","Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)Mã hàng hóa xuất khẩu, nhập khẩu (HS)"
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),13. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh ngắn hạn13. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh ngắn hạn13. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh ngắn hạn,8.1.18.1.18.1.1TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,"5.1.8, 85.1.8, 85.1.8, 8TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019",5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),14. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh theo điều kiện sau khi lắp đặt (*)14. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh theo điều kiện sau khi lắp đặt (*)14. Khả năng chống rò rỉ và chịu áp suất thủy tĩnh theo điều kiện sau khi lắp đặt (*),8.1.28.1.28.1.2TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,191919TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),15. Độ bền chịu uốn (*)15. Độ bền chịu uốn (*)15. Độ bền chịu uốn (*),8.38.38.3TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,131313TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),16. Độ bền chịu va đập16. Độ bền chịu va đập16. Độ bền chịu va đập,8.48.48.4TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,"5.1.7, 145.1.7, 145.1.7, 14TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019",5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),17. Độ bền chịu nén bẹp (*)17. Độ bền chịu nén bẹp (*)17. Độ bền chịu nén bẹp (*),8.58.58.5TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,151515TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),18. Cường độ chịu kéo (*)18. Cường độ chịu kéo (*)18. Cường độ chịu kéo (*),8.68.68.6TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,8.68.68.6TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),19. Khả năng chịu rung (*)19. Khả năng chịu rung (*)19. Khả năng chịu rung (*),8.88.88.8TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,161616TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),20. Khả năng đảm bảo hoạt động của Sprinkler áp suất cao (*)20. Khả năng đảm bảo hoạt động của Sprinkler áp suất cao (*)20. Khả năng đảm bảo hoạt động của Sprinkler áp suất cao (*),8.98.98.9TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,171717TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),21. Khả năng chống gãy gập21. Khả năng chống gãy gập21. Khả năng chống gãy gập,8.108.108.10TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,5.1.4; 185.1.4; 185.1.4; 18TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
2.6.6.2.6.6.2.6.6.,Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động)Ống phi kim loại sử dụng cho hệ thống cấp nước chữa cháy (Ống và phụ tùng ống CPVC dùng trong hệ thống sprinkler tự động),22. Khả năng chịu áp suất theo chu kỳ (*)22. Khả năng chịu áp suất theo chu kỳ (*)22. Khả năng chịu áp suất theo chu kỳ (*),8.118.118.11TCVN 12653-1:2019TCVN 12653-1:2019TCVN 12653-1:2019,202020TCVN 12653-2:2019TCVN 12653-2:2019TCVN 12653-2:2019,5.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:20195.1.3. đến 5.1.9 TCVN 12653-2:2019,3917.23.003917.23.003917.23.00
